Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Humidity Ratio [kgWater/kgDryAir](Hourly),Environment:Site Outdoor Air Relative Humidity [%](Hourly),ZONE_0:Zone Mean Radiant Temperature [C](Hourly),ZONE_0:Zone Windows Total Transmitted Solar Radiation Energy [J](Hourly),ZONE_0:Zone Mean Air Temperature [C](Hourly),ZONE_0:Zone Operative Temperature [C](Hourly),ZONE_0:Zone Mean Air Humidity Ratio [kgWater/kgDryAir](Hourly),ZONE_0:Zone Infiltration Mass Flow Rate [kg/s](Hourly),ZONE_0:Zone Infiltration Air Change Rate [ach](Hourly),ZONE_0:Zone Ventilation Mass Flow Rate [kg/s](Hourly),ZONE_0:Zone Ventilation Air Change Rate [ach](Hourly),ZONE_0:Zone Air Temperature [C](Hourly),ZONE_0:Zone Air Humidity Ratio [](Hourly),ZONE_0:Zone Air Relative Humidity [%](Hourly),PEOPLE ZONE_0:Zone Thermal Comfort ASHRAE 55 Adaptive Model 90% Acceptability Status [](Hourly),PEOPLE ZONE_0:Zone Thermal Comfort ASHRAE 55 Adaptive Model Running Average Outdoor Air Temperature [C](Hourly),ZONE_0:Zone Thermal Comfort ASHRAE 55 Simple Model Summer or Winter Clothes Not Comfortable Time [hr](Hourly),ZONE_0 IDEAL LOADS AIR:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),ZONE_0 IDEAL LOADS AIR:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),ZONE_0 IDEAL LOADS AIR:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),ZONE_0 IDEAL LOADS AIR:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly),ZONE_0 IDEAL LOADS AIR:Zone Ideal Loads Outdoor Air Total Heating Energy [J](Hourly),ZONE_0 IDEAL LOADS AIR:Zone Ideal Loads Outdoor Air Total Cooling Energy [J](Hourly),ZONE_0 IDEAL LOADS AIR:Zone Ideal Loads Heat Recovery Total Heating Energy [J](Hourly),ZONE_0 IDEAL LOADS AIR:Zone Ideal Loads Heat Recovery Total Cooling Energy [J](Hourly),ZONE_0:Zone Mechanical Ventilation Mass Flow Rate [kg/s](Hourly) 
 08/11  16:00:00,31.225,0.012694343024089245,44.099999999999994,26.36856480593922,1219537.3779709272,27.53074405428808,26.949654430113647,0.013528806519852152,0.0075089195054635904,0.09891726083263391,0.0,0.0,27.53074405428808,0.013528806519852152,58.080655626605406,1.0,22.993763888888886,0.9999999999999999,0.0,0.0,207608.82568442856,113533.46470516533,0.0,0.0,0.0,0.0,0.014926592543196986 
 08/11  17:00:00,30.284999999999997,0.012877449138846999,47.2,26.60828372062999,660106.4883063189,27.862673793047378,27.235478756838695,0.013658892223136992,0.007530018384528696,0.09932503957453453,0.0,0.0,27.862673793047378,0.013658892223136992,57.49957148360297,1.0,22.993763888888886,0.9999999999999999,0.0,0.0,201874.8988292708,157149.34732242808,0.0,0.0,0.0,0.0,0.0222905249418191 
 08/11  18:00:00,28.655,0.012987986069927784,52.3,26.73437085812418,242251.75837554375,27.8795019239577,27.30693639104094,0.01381215245836652,0.007569382766400514,0.09987390491558715,0.0,0.0,27.8795019239577,0.01381215245836652,58.074203075292644,1.0,22.993763888888886,0.9999999999999999,0.0,0.0,63992.67969675855,166390.37486979214,0.0,0.0,0.0,0.0,0.0222905249418191 
 08/11  19:00:00,26.535000000000004,0.013029638063844825,59.4,26.79256314684933,69862.34611042995,27.273009009842003,27.032786078345662,0.013565351715116001,0.007622442435336693,0.10033201377462149,0.24227244612171212,3.1841164368534876,27.273009009842003,0.013565351715116001,59.106807163125474,1.0,22.993763888888886,0.9999999999999999,0.0,0.0,0.0,197689.43557954594,0.0,0.0,0.0,0.0,0.0222905249418191 
 08/11  20:00:00,24.4,0.01281252178403286,66.3,26.609481050998728,5968.060558304652,25.556871510672597,26.08317628083566,0.012937758368469809,0.007679755887479586,0.1004098054096646,0.4494889343385601,5.876363148683732,25.556871510672597,0.012937758368469809,62.45814870933772,1.0,22.993763888888886,0.9999999999999999,0.0,0.0,0.0,141245.60107960264,0.0,0.0,0.0,0.0,0.0222905249418191 
 08/11  21:00:00,22.62,0.012449501945349283,71.75,26.152152195770363,0.0,24.160704529344997,25.156428362557676,0.012559360258809776,0.007730384540245543,0.1005394783584888,0.5132362900775834,6.674772386286404,24.160704529344997,0.012559360258809776,65.93620455353242,1.0,22.993763888888886,0.9999999999999999,0.0,0.0,0.0,231995.73094508567,0.0,0.0,0.0,0.0,0.0308486581158861 
 08/11  22:00:00,21.24,0.012149075138272193,76.2,25.587356758729534,0.0,23.048824502528237,24.318090630628888,0.012236305084420637,0.0077702928678946,0.10062940782775857,0.5523966354857084,7.153703816799452,23.048824502528237,0.012236305084420637,68.72411802355919,1.0,22.993763888888886,0.9999999999999999,0.0,0.0,0.0,250392.35421513536,0.0,0.0,0.0,0.0,0.0308486581158861 
 08/11  23:00:00,20.15,0.011869883573929027,79.65,25.000181108428382,0.0,22.218729139134563,23.609455123781473,0.011960609300620102,0.007802602213990806,0.10072091850072826,0.5304343221330762,6.846379094160902,22.218729139134563,0.011960609300620102,70.67702442527097,1.0,22.993763888888886,0.30000000000000004,0.0,0.0,0.0,278340.4394606337,0.0,0.0,0.0,0.0,0.0308486581158861 
 08/11  24:00:00,19.314999999999998,0.011691432804899461,82.65,24.51912781329843,0.0,21.936427053697976,23.227777433498204,0.011778849649963714,0.007827078080036782,0.10091139847983718,0.3350347394579138,4.317291454224673,21.936427053697976,0.011778849649963714,70.83293054256217,1.0,22.993763888888886,0.0,0.0,0.0,0.0,324599.0211300921,0.0,0.0,0.0,0.0,0.0308486581158861 
 08/12  01:00:00,18.285000000000004,0.011354923412355855,85.65,24.162054047930795,0.0,21.77168065351928,22.96686735072504,0.011568433054517534,0.007858926471396747,0.10123169879216447,0.24172769487787668,3.11068557391066,21.77168065351928,0.011568433054517534,70.3025875145581,1.0,22.960319444444448,0.0,0.0,0.0,0.0,468928.9358267002,0.0,0.0,0.0,0.0,0.0308486581158861 
